Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1996/3/27,65,71,62,0,,
1996/3/28,63,67,60,0.02,,
1996/3/29,65,73,60,1.07,,
1996/3/30,67,71,63,0.24,,
1996/3/31,75,83,69,0.03,,
1996/4/1,63,78,57,0.01,,
1996/4/2,53,58,49,0.07,,
1996/4/3,49,51,47,0.26,,
1996/4/4,54,58,50,0.02,,
1996/4/5,58,59,55,0.04,,
1996/4/6,63,69,58,0.01,,
1996/4/7,71,79,66,0,,
1996/4/8,70,74,67,0,,
1996/4/9,68,71,66,0,,
1996/4/10,63,67,61,0.95,,
1996/4/11,60,65,55,0.05,,
1996/4/12,61,65,58,0.01,,
1996/4/13,62,65,60,0.06,,
1996/4/14,65,68,62,0.01,,
1996/4/15,65,69,63,0,,
1996/4/16,70,81,60,0,,
1996/4/17,73,78,70,0,,
1996/4/18,77,81,73,0,,
1996/4/19,71,77,67,2.07,,
1996/4/20,69,77,64,0,,
1996/4/21,67,74,58,0,,
1996/4/22,67,76,60,0,,
1996/4/23,66,78,58,0,,
1996/4/24,70,79,58,0,,
1996/4/25,73,82,66,0,,
1996/4/26,75,84,66,0,,
1996/4/27,75,84,65,0,,
1996/4/28,75,83,70,0.01,,
1996/4/29,76,84,72,0.22,,
1996/4/30,75,80,72,0.63,,
1996/5/1,77,85,72,0.8,,
1996/5/2,80,88,76,0.09,,
1996/5/3,77,81,75,0,,
1996/5/4,76,85,73,0.36,,
1996/5/5,74,80,71,1.08,,
1996/5/6,74,79,69,0.8,,
1996/5/7,78,87,72,1.08,,
1996/5/8,72,77,68,0,,
1996/5/9,73,78,69,0,,
1996/5/10,69,75,64,0,,
1996/5/11,70,75,66,0.89,,
1996/5/12,76,84,67,0,,
1996/5/13,77,85,71,0,,
1996/5/14,77,85,69,0,,
1996/5/15,77,87,69,0,,
1996/5/16,75,81,72,0,,
1996/5/17,76,83,70,0,,
1996/5/18,77,84,71,0,,
1996/5/19,78,89,69,0,,
1996/5/20,81,91,71,0,,
1996/5/21,82,90,76,0,,
1996/5/22,83,92,77,0,,
1996/5/23,80,86,77,0,,
1996/5/24,80,87,77,0,,
1996/5/25,77,80,74,3.11,,
1996/5/26,75,81,72,2.69,,
1996/5/27,79,87,74,0,,
1996/5/28,77,86,75,0.73,,
1996/5/29,77,81,75,0.69,,
1996/5/30,78,85,76,0.3,,
1996/5/31,81,85,78,0,,
1996/6/1,83,90,78,0.04,,
1996/6/2,82,88,78,1.28,,
1996/6/3,83,89,78,0,,
1996/6/4,85,92,78,0,,
1996/6/5,83,90,78,0,,
1996/6/6,85,92,79,0,,
1996/6/7,85,93,78,0,,
1996/6/8,86,94,78,0,,
1996/6/9,86,93,81,0,,
1996/6/10,85,92,78,0,,
1996/6/11,86,93,79,0,,
1996/6/12,86,94,80,0,,
1996/6/13,84,92,80,0.01,,
1996/6/14,82,90,78,0.33,,
1996/6/15,79,86,75,1.03,,
1996/6/16,77,78,76,1.32,,
1996/6/17,79,89,74,1.75,,
1996/6/18,81,90,76,0,,
1996/6/19,80,90,77,0.46,,
1996/6/20,84,92,78,0,,
1996/6/21,81,85,75,0.6,,
1996/6/22,77,80,75,1.48,,
1996/6/23,78,81,75,0.15,,
1996/6/24,78,82,77,0.45,,
1996/6/25,79,86,75,0.74,,
1996/6/26,83,91,77,1.04,,
1996/6/27,84,92,79,0.07,,
1996/6/28,84,91,78,0,,
1996/6/29,84,90,80,0.01,,
1996/6/30,84,92,80,0,,
1996/7/1,81,88,76,1.22,,
1996/7/2,85,92,79,0,,
1996/7/3,83,88,78,0.5,,
1996/7/4,83,91,75,0.95,,
1996/7/5,84,92,77,0,,
1996/7/6,85,94,79,0,,
1996/7/7,86,93,79,0,,
1996/7/8,86,94,78,0,,
1996/7/9,86,93,79,0,,
1996/7/10,86,94,80,0,,
1996/7/11,82,89,77,1.2,,
1996/7/12,79,87,74,0.56,,
1996/7/13,79,90,75,0.32,,
1996/7/14,84,90,79,0.05,,
1996/7/15,85,92,79,0,,
1996/7/16,85,92,79,0,,
1996/7/17,86,90,80,0.17,,
1996/7/18,82,88,78,1.06,,
1996/7/19,84,90,77,0,,
1996/7/20,84,94,78,1.1,,
1996/7/21,84,94,78,0.04,,
1996/7/22,84,91,79,0.27,,
1996/7/23,81,87,77,0.87,,
1996/7/24,81,90,78,0.11,,
1996/7/25,85,95,77,0,,
1996/7/26,88,98,82,0,,
1996/7/27,81,85,79,0.04,,
1996/7/28,80,87,77,2.31,,
1996/7/29,79,86,77,0.12,,
1996/7/30,80,87,77,0.01,,
1996/7/31,84,95,76,0,,
1996/8/1,89,98,82,0,,
1996/8/2,86,91,85,0,,
1996/8/3,85,90,80,0.65,,
1996/8/4,81,87,79,0.17,,
1996/8/5,85,93,77,0,,
1996/8/6,86,95,78,0,,
1996/8/7,86,92,82,0,,
1996/8/8,87,94,81,0,,
1996/8/9,86,92,81,0,,
1996/8/10,81,87,76,0.56,,
1996/8/11,82,92,77,2.81,,
1996/8/12,82,91,77,0,,
1996/8/13,83,91,80,0,,
1996/8/14,82,85,78,0.79,,
1996/8/15,77,80,76,1.77,,
1996/8/16,77,79,75,1.83,,
1996/8/17,77,78,75,0.52,,
1996/8/18,76,77,73,2.21,,
1996/8/19,80,90,74,0,,
1996/8/20,83,94,74,0,,
1996/8/21,85,94,76,0,,
1996/8/22,83,91,77,0,,
1996/8/23,83,90,78,0,,
1996/8/24,83,89,80,0,,
1996/8/25,77,81,75,0.18,,
1996/8/26,77,84,73,0.18,,
1996/8/27,81,90,74,0,,
1996/8/28,85,95,76,0,,
1996/8/29,86,94,79,0,,
1996/8/30,82,91,74,1.59,,
1996/8/31,78,88,73,1.65,,
1996/9/1,80,90,73,0.02,,
1996/9/2,83,93,76,0,,
1996/9/3,82,90,78,0.07,,
1996/9/4,81,92,74,0,,
1996/9/5,82,90,76,0,,
1996/9/6,83,90,78,0,,
1996/9/7,83,91,78,0.02,,
1996/9/8,84,92,77,0,,
1996/9/9,83,90,75,0.46,,
1996/9/10,84,92,77,0,,
1996/9/11,86,94,79,0,,
1996/9/12,86,94,79,0,,
1996/9/13,84,89,80,0.01,,
1996/9/14,80,89,77,0.59,,
1996/9/15,79,83,76,0.22,,
1996/9/16,83,91,77,0,,
1996/9/17,83,90,78,0,,
1996/9/18,83,91,78,0,,
1996/9/19,82,90,78,0.28,,
1996/9/20,82,88,78,0.26,,
1996/9/21,80,88,77,1.8,,
1996/9/22,77,81,76,1.35,,
1996/9/23,77,84,74,0.03,,
1996/9/24,75,78,73,0.59,,
1996/9/25,73,78,71,0.27,,
1996/9/26,78,86,73,0,,
1996/9/27,79,87,75,0,,
1996/9/28,77,85,71,0,,
1996/9/29,78,87,69,0,,
1996/9/30,78,87,71,0,,
1996/10/1,77,88,69,0,,
1996/10/2,79,90,71,0,,
1996/10/3,78,87,71,0,,
1996/10/4,79,89,73,0,,
1996/10/5,80,88,75,0,,
1996/10/6,79,87,74,0,,
1996/10/7,79,88,75,0.01,,
1996/10/8,70,77,67,0,,
1996/10/9,71,78,65,0,,
1996/10/10,74,83,68,0,,
1996/10/11,74,83,67,0,,
1996/10/12,76,85,68,0,,
1996/10/13,77,85,69,0,,
1996/10/14,80,89,75,0,,
1996/10/15,79,87,73,0,,
1996/10/16,75,87,66,0,,
1996/10/17,76,88,68,0,,
1996/10/18,78,88,69,0,,
1996/10/19,77,84,70,0,,
1996/10/20,76,83,67,0,,
1996/10/21,74,83,69,0,,
1996/10/22,75,87,67,0,,
1996/10/23,77,88,69,0,,
1996/10/24,78,89,70,0,,
1996/10/25,78,85,71,0,,
1996/10/26,72,80,65,0,,
1996/10/27,69,81,61,0,,
1996/10/28,74,88,65,0,,
1996/10/29,76,89,67,0,,
1996/10/30,80,86,75,0,,
1996/10/31,79,89,72,0,,
1996/11/1,80,90,73,0,,
1996/11/2,74,82,69,0,,
1996/11/3,75,82,70,0,,
1996/11/4,78,87,73,0,,
1996/11/5,77,88,69,0,,
1996/11/6,76,86,70,0,,
1996/11/7,76,87,70,0,,
1996/11/8,77,87,69,0,,
1996/11/9,73,80,65,0,,
1996/11/10,70,80,63,0,,
1996/11/11,71,80,64,0,,
1996/11/12,69,75,67,0,,
1996/11/13,69,73,67,0,,
1996/11/14,67,75,63,0,,
1996/11/15,67,76,58,0,,
1996/11/16,66,72,62,0,,
1996/11/17,65,71,62,0,,
1996/11/18,58,64,55,0,,
1996/11/19,63,69,57,0,,
1996/11/20,66,76,59,0,,
1996/11/21,69,80,64,0,,
1996/11/22,70,81,64,0,,
1996/11/23,68,77,63,0,,
1996/11/24,66,78,60,0,,
1996/11/25,67,79,58,0,,
1996/11/26,71,82,64,0,,
1996/11/27,72,81,67,0,,
1996/11/28,69,79,62,0,,
1996/11/29,68,78,61,0,,
1996/11/30,62,70,55,0,,
1996/12/1,60,65,57,0,,
1996/12/2,57,60,55,0,,
1996/12/3,57,65,52,0.04,,
1996/12/4,65,74,60,0,,
1996/12/5,58,68,54,0.02,,
1996/12/6,55,61,51,0,,
1996/12/7,57,64,52,0,,
1996/12/8,59,65,55,0,,
1996/12/9,55,59,51,0.03,,
1996/12/10,58,66,49,0.02,,
1996/12/11,59,70,52,0,,
1996/12/12,62,74,55,0,,
1996/12/13,59,72,50,0,,
1996/12/14,57,73,47,0,,
1996/12/15,59,76,49,0,,
1996/12/16,64,79,56,0,,
1996/12/17,67,74,62,0,,
1996/12/18,61,69,55,0,,
1996/12/19,59,66,53,0,,
1996/12/20,57,69,47,0,,
1996/12/21,57,72,46,0,,
1996/12/22,56,72,44,0,,
1996/12/23,57,73,47,0,,
1996/12/24,56,72,47,0,,
1996/12/25,60,74,50,0,,
1996/12/26,63,76,54,0,,
1996/12/27,62,76,52,0,,
1996/12/28,63,74,54,0,,
1996/12/29,65,73,61,0,,
1996/12/30,64,76,56,0,,
1996/12/31,65,76,60,0,,
1997/1/1,66,80,57,0,,
1997/1/2,68,76,62,0,,
1997/1/3,62,68,60,1.03,,
1997/1/4,63,70,58,0.02,,
1997/1/5,60,64,57,0,,
1997/1/6,53,65,45,0,,
1997/1/7,54,63,48,0,,
1997/1/8,50,58,44,0,,
1997/1/9,49,57,44,0,,
1997/1/10,51,63,43,0,,
1997/1/11,52,69,40,0,,
1997/1/12,54,71,43,0,,
1997/1/13,59,72,47,0,,
1997/1/14,61,66,58,0.15,,
1997/1/15,62,71,56,0,,
1997/1/16,64,72,58,0,,
1997/1/17,64,74,58,0,,
1997/1/18,62,72,57,0,,
1997/1/19,57,62,55,0,,
1997/1/20,61,73,53,0,,
1997/1/21,67,77,58,0,,
1997/1/22,65,71,62,0.03,,
1997/1/23,55,64,49,1.26,,
1997/1/24,47,52,43,0.1,,
1997/1/25,45,51,42,0,,
1997/1/26,49,61,42,0,,
1997/1/27,53,63,46,0,,
1997/1/28,53,71,41,0,,
1997/1/29,57,73,44,0,,
1997/1/30,62,76,51,0,,
1997/1/31,66,79,55,0,,
1997/2/1,66,73,62,0,,
1997/2/2,63,70,58,0.02,,
1997/2/3,52,58,49,0.83,,
1997/2/4,53,57,50,0,,
1997/2/5,52,55,49,0,,
1997/2/6,48,53,47,0.81,,
1997/2/7,49,53,46,1.15,,
1997/2/8,51,57,47,0.04,,
1997/2/9,53,55,51,0,,
1997/2/10,53,54,51,0.28,,
1997/2/11,53,59,48,0.06,,
1997/2/12,53,56,51,0.07,,
1997/2/13,51,55,49,0.09,,
1997/2/14,49,51,48,0.1,,
1997/2/15,51,52,49,0.68,,
1997/2/16,52,55,48,0,,
1997/2/17,51,54,50,0,,
1997/2/18,51,58,46,0.04,,
1997/2/19,53,68,44,0,,
1997/2/20,61,72,52,0,,
1997/2/21,63,76,53,0,,
1997/2/22,65,75,57,0,,
1997/2/23,64,76,54,0,,
1997/2/24,65,76,56,0,,
1997/2/25,68,76,62,0,,
1997/2/26,70,81,63,0,,
1997/2/27,69,81,60,0,,
1997/2/28,70,81,61,0,,
1997/3/1,70,82,61,0,,
1997/3/2,60,74,55,0.2,,
1997/3/3,57,65,49,0,,
1997/3/4,60,72,49,0,,
1997/3/5,65,77,54,0,,
1997/3/6,67,79,58,0,,
1997/3/7,69,81,60,0,,
1997/3/8,70,80,61,0,,
1997/3/9,69,78,62,0,,
1997/3/10,71,80,65,0,,
1997/3/11,71,80,63,0,,
1997/3/12,73,81,68,0,,
1997/3/13,73,80,69,0,,
1997/3/14,74,82,70,0,,
1997/3/15,76,80,72,0,,
1997/3/16,67,77,61,0.45,,
1997/3/17,59,62,57,0,,
1997/3/18,58,63,55,0.01,,
1997/3/19,64,71,60,1.21,,
1997/3/20,57,60,54,0.16,,
1997/3/21,58,59,55,0.11,,
1997/3/22,58,60,57,0.06,,
1997/3/23,62,71,56,0.02,,
1997/3/24,63,66,58,0,,
1997/3/25,65,69,60,0,,
1997/3/26,67,73,64,0,,
1997/3/27,69,76,64,0.01,,
1997/3/28,68,70,66,0.02,,
1997/3/29,69,77,65,0.09,,
1997/3/30,73,81,66,0,,
1997/3/31,73,80,66,0,,
1997/4/1,70,76,66,0.02,,
1997/4/2,73,80,69,0.01,,
1997/4/3,74,78,69,0,,
1997/4/4,70,75,65,1.69,,
1997/4/5,66,71,63,0,,
1997/4/6,65,68,63,0.01,,
1997/4/7,69,74,65,0.04,,
1997/4/8,72,75,69,0.18,,
1997/4/9,74,79,71,0.01,,
1997/4/10,69,74,66,1.51,,
1997/4/11,71,80,67,0,,
1997/4/12,72,79,64,0,,
1997/4/13,71,76,68,0.85,,
1997/4/14,72,81,68,2.35,,
1997/4/15,75,85,67,0.1,,
1997/4/16,74,79,70,0.02,,
1997/4/17,72,77,70,0.08,,
1997/4/18,73,81,70,0.02,,
1997/4/19,74,82,71,0.39,,
1997/4/20,74,79,71,0,,
1997/4/21,76,81,73,0,,
1997/4/22,77,83,73,0,,
1997/4/23,75,83,71,0,,
1997/4/24,68,74,65,0.35,,
1997/4/25,67,73,61,0.01,,
1997/4/26,71,79,63,0,,
1997/4/27,75,86,67,0,,
1997/4/28,76,83,66,0,,
1997/4/29,78,88,71,0,,
1997/4/30,78,85,74,0.11,,
1997/5/1,77,87,72,0.01,,
1997/5/2,79,90,73,0,,
1997/5/3,80,88,75,0,,
1997/5/4,77,85,72,0.74,,
1997/5/5,75,79,72,0.04,,
1997/5/6,78,84,74,0.04,,
1997/5/7,77,83,73,0.37,,
1997/5/8,77,82,72,1.59,,
1997/5/9,75,80,72,0.23,,
1997/5/10,74,79,70,0.12,,
1997/5/11,79,86,74,0.1,,
1997/5/12,82,89,77,0,,
1997/5/13,80,86,79,0.1,,
1997/5/14,83,89,78,0,,
1997/5/15,84,92,76,0,,
1997/5/16,79,89,76,1.47,,
1997/5/17,77,83,74,0.5,,
1997/5/18,83,90,78,0.04,,
1997/5/19,84,93,79,0.02,,
1997/5/20,79,86,75,0.4,,
1997/5/21,77,83,74,0.27,,
1997/5/22,72,74,69,0.01,,
1997/5/23,68,70,66,0.48,,
1997/5/24,73,81,66,0,,
1997/5/25,77,88,70,0,,
1997/5/26,78,88,68,0,,
1997/5/27,79,89,69,0,,
1997/5/28,81,89,74,0,,
1997/5/29,78,82,74,0,,
1997/5/30,80,90,73,0,,
1997/5/31,81,91,74,0,,
1997/6/1,80,87,75,0.2,,
1997/6/2,83,92,78,0,,
1997/6/3,84,92,79,0.01,,
1997/6/4,81,90,74,1.4,,
1997/6/5,78,91,75,0.6,,
1997/6/6,83,90,77,0.04,,
1997/6/7,85,90,81,0.04,,
1997/6/8,85,92,81,0,,
1997/6/9,84,92,80,0.11,,
1997/6/10,79,85,74,0.98,,
1997/6/11,77,84,72,0,,
1997/6/12,81,89,74,0,,
1997/6/13,79,83,75,1.58,,
1997/6/14,74,77,71,1.47,,
1997/6/15,72,73,71,0.5,,
1997/6/16,72,74,71,1.02,,
1997/6/17,74,80,72,0.48,,
1997/6/18,76,85,69,0.04,,
1997/6/19,79,86,73,0,,
1997/6/20,82,91,75,0,,
1997/6/21,81,90,78,0.04,,
1997/6/22,80,89,77,0.61,,
1997/6/23,81,89,76,0.08,,
1997/6/24,81,88,76,2.42,,
1997/6/25,79,83,76,0.17,,
1997/6/26,79,82,75,1.75,,
1997/6/27,80,90,75,3.9,,
1997/6/28,81,88,76,0.09,,
1997/6/29,81,90,76,0.63,,
1997/6/30,82,88,78,0.29,,
1997/7/1,80,87,77,0.8,,
1997/7/2,79,86,76,0.88,,
1997/7/3,78,81,75,1.15,,
1997/7/4,79,87,75,1.02,,
1997/7/5,81,86,78,0.17,,
1997/7/6,79,83,76,0.4,,
1997/7/7,81,88,75,0.73,,
1997/7/8,81,84,79,0,,
1997/7/9,80,86,78,1.35,,
1997/7/10,81,90,78,0.07,,
1997/7/11,80,86,78,0.56,,
1997/7/12,83,90,79,0,,
1997/7/13,84,91,79,0,,
1997/7/14,83,91,80,0.02,,
1997/7/15,82,89,78,0.02,,
1997/7/16,80,89,77,0.49,,
1997/7/17,78,82,76,1.09,,
1997/7/18,79,84,76,0.34,,
1997/7/19,78,80,76,0.67,,
1997/7/20,81,90,76,0,,
1997/7/21,83,90,77,0,,
1997/7/22,83,93,76,0,,
1997/7/23,84,93,77,0,,
1997/7/24,83,91,79,0,,
1997/7/25,83,91,77,0.03,,
1997/7/26,81,89,77,0,,
1997/7/27,85,93,78,0,,
1997/7/28,86,94,80,0,,
1997/7/29,87,95,81,0,,
1997/7/30,86,94,79,0,,
1997/7/31,86,95,79,0,,
1997/8/1,84,93,79,0.15,,
1997/8/2,80,83,76,0.4,,
1997/8/3,80,86,75,2.47,,
1997/8/4,84,91,79,0,,
1997/8/5,85,93,80,0.19,,
1997/8/6,85,91,80,0,,
1997/8/7,82,85,76,0.1,,
1997/8/8,78,81,76,0.37,,
1997/8/9,82,91,78,0.63,,
1997/8/10,79,87,77,0.26,,
1997/8/11,81,90,77,0.69,,
1997/8/12,80,83,77,1.33,,
1997/8/13,79,83,78,0.85,,
1997/8/14,82,91,78,0.09,,
1997/8/15,81,90,77,0.14,,
1997/8/16,79,89,76,0.86,,
1997/8/17,84,94,76,0,,
1997/8/18,86,94,78,0,,
1997/8/19,87,95,79,0,,
1997/8/20,86,95,80,0,,
1997/8/21,84,91,79,0.31,,
1997/8/22,78,82,75,1.83,,
1997/8/23,79,88,76,0.26,,
1997/8/24,80,88,76,0.06,,
1997/8/25,81,90,76,0.03,,
1997/8/26,83,92,76,0,,
1997/8/27,83,92,76,0.09,,
1997/8/28,84,96,76,0,,
1997/8/29,87,97,80,0,,
1997/8/30,89,98,81,0,,
1997/8/31,87,94,84,0,,
1997/9/1,86,94,81,0,,
1997/9/2,79,85,75,0.33,,
1997/9/3,82,90,77,0.02,,
1997/9/4,79,85,76,0.04,,
1997/9/5,81,91,77,0,,
1997/9/6,82,92,74,0,,
1997/9/7,80,87,78,0,,
1997/9/8,80,89,74,0.15,,
1997/9/9,79,84,75,0.06,,
1997/9/10,81,88,76,0,,
1997/9/11,82,92,76,0,,
1997/9/12,82,92,75,0,,
1997/9/13,82,92,75,0,,
1997/9/14,80,89,74,2.97,,
1997/9/15,80,90,74,0.01,,
1997/9/16,80,87,74,0,,
1997/9/17,79,89,72,0,,
1997/9/18,80,89,74,0.49,,
1997/9/19,78,87,72,0.4,,
1997/9/20,76,83,70,0.48,,
1997/9/21,65,70,62,2.18,,
1997/9/22,72,79,65,0,,
1997/9/23,76,84,69,0,,
1997/9/24,77,84,74,0,,
1997/9/25,77,86,72,0,,
1997/9/26,74,77,72,0,,
1997/9/27,67,73,62,0.01,,
1997/9/28,63,65,60,0.87,,
1997/9/29,71,80,64,0,,
1997/9/30,76,84,71,0,,
1997/10/1,78,87,73,0,,
1997/10/2,79,89,74,0.11,,
1997/10/3,78,85,73,0.22,,
1997/10/4,80,89,74,0,,
1997/10/5,78,84,73,0.09,,
1997/10/6,79,88,73,0,,
1997/10/7,79,86,74,0,,
1997/10/8,77,81,75,0,,
1997/10/9,78,84,73,0,,
1997/10/10,78,87,73,0,,
1997/10/11,79,86,74,0.6,,
1997/10/12,78,85,74,0.8,,
1997/10/13,76,81,72,2.6,,
1997/10/14,78,86,73,0.04,,
1997/10/15,79,89,74,0.03,,
1997/10/16,78,86,72,0.15,,
1997/10/17,77,85,71,0.56,,
1997/10/18,76,84,71,0.42,,
1997/10/19,79,88,73,0,,
1997/10/20,80,89,74,0,,
1997/10/21,80,89,73,0,,
1997/10/22,78,88,72,0,,
1997/10/23,78,86,74,0,,
1997/10/24,80,87,74,0,,
1997/10/25,78,86,72,0,,
1997/10/26,72,80,68,0,,
1997/10/27,64,69,63,0,,
1997/10/28,65,73,60,0,,
1997/10/29,68,78,59,0,,
1997/10/30,69,78,62,0,,
1997/10/31,69,76,62,0,,
1997/11/1,66,75,58,0,,
1997/11/2,66,78,55,0,,
1997/11/3,67,80,59,0,,
1997/11/4,69,80,62,0,,
1997/11/5,65,76,53,0,,
1997/11/6,63,78,52,0,,
1997/11/7,64,79,54,0,,
1997/11/8,68,79,58,0,,
1997/11/9,70,80,65,0,,
1997/11/10,69,81,61,0,,
1997/11/11,71,83,63,0,,
1997/11/12,76,85,70,0,,
1997/11/13,74,86,66,0,,
1997/11/14,74,86,66,0,,
1997/11/15,76,85,70,0,,
1997/11/16,71,82,58,0.06,,
1997/11/17,58,64,52,0.01,,
1997/11/18,56,67,47,0,,
1997/11/19,62,72,53,0,,
1997/11/20,68,79,58,0,,
1997/11/21,72,83,63,0,,
1997/11/22,70,76,66,0,,
1997/11/23,66,68,64,0,,
1997/11/24,71,79,65,0.03,,
1997/11/25,76,85,71,0,,
1997/11/26,74,81,71,0,,
1997/11/27,72,78,69,0.25,,
1997/11/28,75,83,71,0.02,,
1997/11/29,64,75,61,0.01,,
1997/11/30,61,64,58,0,,
1997/12/1,62,72,58,0,,
1997/12/2,56,61,52,0,,
1997/12/3,53,56,50,0,,
1997/12/4,58,70,51,0,,
1997/12/5,61,68,54,0,,
1997/12/6,69,77,63,0,,
1997/12/7,63,71,56,0,,
1997/12/8,56,62,53,0,,
1997/12/9,54,60,49,0,,
1997/12/10,51,56,47,0,,
1997/12/11,50,52,49,0,,
1997/12/12,51,53,50,0,,
1997/12/13,53,62,49,0,,
1997/12/14,59,65,54,0,,
1997/12/15,62,76,52,0,,
1997/12/16,64,76,55,0,,
1997/12/17,69,79,65,0,,
1997/12/18,69,80,62,0,,
1997/12/19,69,79,63,0,,
1997/12/20,70,77,65,0,,
1997/12/21,69,75,64,0,,
1997/12/22,59,70,55,1.46,,
1997/12/23,54,61,51,0.15,,
1997/12/24,54,59,48,0,,
1997/12/25,59,65,54,0,,
1997/12/26,58,61,56,0.3,,
1997/12/27,63,72,56,0,,
1997/12/28,65,72,61,0,,
1997/12/29,66,77,59,0,,
1997/12/30,66,73,62,0,,
1997/12/31,67,74,63,0,,
1998/1/1,66,74,62,0,,
1998/1/2,62,68,58,0,,
1998/1/3,68,76,63,0,,
1998/1/4,63,69,56,0,,
1998/1/5,55,64,51,0,,
1998/1/6,59,68,53,0,,
1998/1/7,62,70,54,0,,
1998/1/8,69,78,62,0,,
1998/1/9,71,77,66,0,,
1998/1/10,71,81,66,0,,
1998/1/11,64,71,57,0,,
1998/1/12,56,59,54,0,,
1998/1/13,63,69,58,0.01,,
1998/1/14,62,67,54,2.3,,
1998/1/15,51,58,46,0.11,,
1998/1/16,49,51,47,0.01,,
1998/1/17,52,58,49,0.22,,
1998/1/18,48,56,43,0,,
1998/1/19,44,49,43,0,,
1998/1/20,42,44,41,0.02,,
1998/1/21,46,48,43,0,,
1998/1/22,49,52,46,0.07,,
1998/1/23,49,56,44,0.03,,
1998/1/24,47,49,44,0,,
1998/1/25,47,49,45,0,,
1998/1/26,45,47,42,0.02,,
1998/1/27,48,50,46,0.09,,
1998/1/28,51,55,48,0,,
1998/1/29,51,58,44,0,,
1998/1/30,56,63,51,0,,
1998/1/31,62,73,55,0,,
1998/2/1,62,68,60,0,,
1998/2/2,64,69,60,0,,
1998/2/3,63,68,57,0.02,,
1998/2/4,49,57,46,0.46,,
1998/2/5,44,47,43,0.55,,
1998/2/6,43,45,41,0.27,,
1998/2/7,49,64,42,0.08,,
1998/2/8,54,67,42,0,,
1998/2/9,61,68,56,0,,
1998/2/10,65,74,60,0,,
1998/2/11,65,69,61,0,,
1998/2/12,68,79,61,0,,
1998/2/13,70,78,64,0,,
1998/2/14,68,72,61,0.29,,
1998/2/15,64,70,58,0.02,,
1998/2/16,70,75,66,0.03,,
1998/2/17,70,75,66,0.03,,
1998/2/18,62,67,60,1.08,,
1998/2/19,63,71,60,0.01,,
1998/2/20,66,72,63,0,,
1998/2/21,57,63,54,0,,
1998/2/22,52,54,50,0.04,,
1998/2/23,52,54,49,0.11,,
1998/2/24,56,65,51,0.53,,
1998/2/25,58,68,48,0,,
1998/2/26,56,59,54,0.54,,
1998/2/27,55,57,54,0.19,,
1998/2/28,56,57,54,0.17,,
1998/3/1,59,63,56,0,,
1998/3/2,60,63,57,0,,
1998/3/3,62,65,59,0,,
1998/3/4,63,72,61,0.83,,
1998/3/5,65,71,57,0,,
1998/3/6,66,71,63,0,,
1998/3/7,69,72,66,0.13,,
1998/3/8,71,74,69,0.03,,
1998/3/9,74,85,68,0,,
1998/3/10,56,68,52,0.14,,
1998/3/11,52,55,49,0.14,,
1998/3/12,55,63,50,0.02,,
1998/3/13,60,71,49,0,,
1998/3/14,63,64,61,0,,
1998/3/15,64,66,63,0.11,,
1998/3/16,68,75,63,0.02,,
1998/3/17,72,79,67,0,,
1998/3/18,69,74,67,0,,
1998/3/19,73,79,69,0,,
1998/3/20,75,80,72,0,,
1998/3/21,55,75,47,0.19,,
1998/3/22,50,55,47,0,,
1998/3/23,54,59,50,0.01,,
1998/3/24,60,72,53,0,,
1998/3/25,71,82,61,0,,
1998/3/26,74,81,68,0,,
1998/3/27,75,83,70,0,,
1998/3/28,76,85,67,0,,
1998/3/29,78,85,72,0,,
1998/3/30,76,85,69,0,,
1998/3/31,75,84,69,0,,
1998/4/1,75,85,69,0.13,,
1998/4/2,69,77,61,0,,
1998/4/3,71,79,65,0,,
1998/4/4,75,85,69,0,,
1998/4/5,78,86,71,0,,
1998/4/6,78,86,72,0,,
1998/4/7,77,86,69,0,,
1998/4/8,77,85,72,1.28,,
1998/4/9,78,85,73,0.02,,
1998/4/10,79,88,74,0,,
1998/4/11,78,83,74,0.33,,
1998/4/12,74,78,67,0.59,,
1998/4/13,75,82,70,0,,
1998/4/14,71,74,69,0.29,,
1998/4/15,73,84,66,0,,
1998/4/16,74,85,65,0,,
1998/4/17,76,90,63,0,,
1998/4/18,78,90,66,0,,
1998/4/19,71,80,67,0.3,,
1998/4/20,73,83,65,0.02,,
1998/4/21,76,82,72,0,,
1998/4/22,79,87,74,0.07,,
1998/4/23,82,89,78,0,,
1998/4/24,81,90,72,1.02,,
1998/4/25,78,86,72,0.87,,
1998/4/26,76,87,72,2.7,,
1998/4/27,73,76,72,1.44,,
1998/4/28,76,82,71,0.11,,
1998/4/29,77,84,72,0.01,,
1998/4/30,77,82,74,0.48,,
1998/5/1,80,86,76,0.02,,
1998/5/2,75,82,71,2.1,,
1998/5/3,74,81,71,0.04,,
1998/5/4,75,85,73,0.75,,
1998/5/5,79,88,73,0,,
1998/5/6,81,90,74,0,,
1998/5/7,82,90,76,0,,
1998/5/8,83,91,76,0,,
1998/5/9,81,89,76,0,,
1998/5/10,81,89,76,0.53,,
1998/5/11,80,88,73,1.42,,
1998/5/12,75,83,71,0.12,,
1998/5/13,81,89,76,0,,
1998/5/14,80,87,77,0.13,,
1998/5/15,80,87,75,0.49,,
1998/5/16,82,90,75,0,,
